ArtifactID,Category
com.marvinformatics.formatter:jsdt-core-org.eclipse.osgi.util-3.4.0.v20170111-1608.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.swt-3.106.1.v20170926-0519.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.swt.gtk.linux.x86_64-3.106.1.v20170926-0519.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.text-3.6.100.v20170203-0814.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.common.core-1.2.0.v200908251833.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.common.environment-1.0.400.v200912181831.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.common.frameworks-1.2.201.v201707201954.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.common.project.facet.core-1.4.300.v201111030423.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.jsdt.core-2.0.300.v201703171536.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.wst.validation-1.2.701.v201707142105.jar,Computing Foundations
com.massisframework.j3d:java3d-core,Software Quality
com.massisframework.sunflow:sunflow,Software Quality
com.mastercard.developer:client-encryption,Others
com.mastercard.developer:oauth1-signer,Others
com.mastercard.sdk.token:mastercard-sdk-token,Software Construction
com.mastercard:sonic-sdk,Software Engineering Economics
com.mastfrog:colorchooser,Mathematical Foundations
com.mastfrog:simplevalidation,Software Construction
com.mastfrog:simplevalidation-swing,Software Construction
com.matthewcasperson:browsermob-core,Software Quality
com.mbridge.msdk.oversea:interstitialvideo,Others
com.mbridge.msdk.oversea:mbbanner,Others
com.mbridge.msdk.oversea:mbbid,Others
com.mbridge.msdk.oversea:mbnative,Others
com.mbridge.msdk.oversea:newinterstitial,Others
com.mbridge.msdk.oversea:reward,Others
com.mchange.c3p0:com.springsource.com.mchange.v2.c3p0,Others
com.mdotm:android,Software Construction
com.mebigfatguy.sb-contrib:sb-contrib,Software Construction
com.medallia.word2vec:word2vecjava_2.11,Software Construction
com.mediamath:scala-json_2.11,Computing Foundations
com.mediamath:scala-json_2.12,Computing Foundations
com.meltmedia.jackson:jackson-crypto,Software Configuration Management
com.memfault.cloud:cloud-android,Software Construction
com.metsci.ext.de.muntjak.tinylookandfeel:tinylaf,Software Quality
com.metsci.ext.org.jogamp.gluegen:gluegen-rt-main,Others
com.metsci.ext.org.jogamp.jogl:jogl-all-main,Others
com.metsci.ext.swingx:swingx-core-and-plaf,Software Quality
com.mezeo:csplib,Software Domain
com.mgmtp.gcviewer:gcviewer,Software Quality
com.mgmtp.mgm-mail:mgm-mail,Software Quality
com.michael-bull.kotlin-result:kotlin-result,Others
com.michael-bull.kotlin-result:kotlin-result-coroutines,Software Construction
com.michael-bull.kotlin-result:kotlin-result-coroutines-iosarm64,Others
com.michael-bull.kotlin-result:kotlin-result-coroutines-iossimulatorarm64,Others
com.michael-bull.kotlin-result:kotlin-result-coroutines-iosx64,Others
com.michael-bull.kotlin-result:kotlin-result-coroutines-js,Others
com.michael-bull.kotlin-result:kotlin-result-coroutines-jvm,Others
com.michael-bull.kotlin-result:kotlin-result-iosarm64,Others
com.michael-bull.kotlin-result:kotlin-result-iossimulatorarm64,Others
com.michael-bull.kotlin-result:kotlin-result-iosx64,Others
com.michael-bull.kotlin-result:kotlin-result-js,Others
com.michael-bull.kotlin-result:kotlin-result-jvm,Others
com.michelboudreau:alternator,Computing Foundations
com.microblink:capture-core,Software Engineering Economics
com.microfocus.adm.almoctane.sdk.extension:sdk-extension-src,Software Construction
com.microfocus.adm.almoctane.sdk:sdk-src,Software Construction
com.microfocus.darwin:settings-service-client,Computing Foundations
com.microfocus.webjars:swagger-ui-dist,Software Engineering Management
com.microsoft.azure.applicationinsights.v2015_05_01:azure-mgmt-insights,Software Engineering Operations
com.microsoft.azure.appplatform.v2019_05_01_preview:azure-mgmt-appplatform,Software Engineering Operations
com.microsoft.azure.appplatform.v2020_07_01:azure-mgmt-appplatform,Software Engineering Operations
com.microsoft.azure.cognitiveservices:azure-cognitiveservices-computervision,Computing Foundations
com.microsoft.azure.functions:azure-functions-java-library,Software Engineering Operations
com.microsoft.azure.functions:azure-functions-java-spi,Software Engineering Operations
com.microsoft.azure.kusto:kusto-data,Computing Foundations
com.microsoft.azure.kusto:kusto-ingest,Computing Foundations
com.microsoft.azure.sdk.iot.deps:iot-deps-serializer,Software Construction
com.microsoft.azure.sdk.iot.deps:websocket-transport-layer,Software Construction
com.microsoft.azure.sdk.iot.provisioning.security:security-provider,Software Construction
com.microsoft.azure.sdk.iot.provisioning.security:security-provider-preview,Software Construction
com.microsoft.azure:azure-core-test,Software Engineering Operations
com.microsoft.azure:azure-cosmos-commons-test-utils,Software Engineering Operations
com.microsoft.azure:azure-cosmosdb-commons-test-utils,Software Engineering Operations
com.microsoft.azure:spark-mssql-connector_2.11,Computing Foundations
com.microsoft.azure:spark-mssql-connector_2.13,Computing Foundations
com.microsoft.azure:spring-cloud-azure-keyvault,Software Engineering Operations
com.microsoft.bot.connector:bot-connector,Software Domain
com.microsoft.bot.schema:botbuilder-schema,Software Domain
com.microsoft.cntk:cntk,Software Engineering Operations
com.microsoft.cognitiveservices.speech:client-jar-sdk,Software Engineering Operations
com.microsoft.cognitiveservices.speech:client-sdk,Computing Foundations
com.microsoft.edge:msedge-selenium-tools-java,Software Quality
com.microsoft.eventhubs.client:eventhubs-client,Computing Foundations
com.microsoft.graph:microsoft-graph,Software Security
com.microsoft.graph:microsoft-graph-beta,Software Configuration Management
com.microsoft.graph:microsoft-graph-core,Software Configuration Management
com.microsoft.identity:common,Software Construction
com.microsoft.jdbc:sqlserver,Software Engineering Management
com.microsoft.ml.lightgbm:lightgbmlib,Others
com.microsoft.ml.spark:mmlspark_2.11,Computing Foundations
com.microsoft.msr.malmo:MalmoJavaJar,Computing Foundations
com.microsoft.onnxruntime:onnxruntime,Computing Foundations
com.microsoft.onnxruntime:onnxruntime-android,Software Construction
com.microsoft.onnxruntime:onnxruntime-mobile,Software Construction
com.microsoft.onnxruntime:onnxruntime_gpu,Computing Foundations
com.microsoft.playwright:playwright,Computing Foundations
com.microsoft.rest.v2:client-runtime,Software Engineering Operations
com.microsoft.spring.data.gremlin:spring-data-gremlin,Software Engineering Operations
com.microsoft.sqlserver:com.microsoft.sqlserver.jdbc,Others
com.microsoft.sqlserver:msbase,Others
com.microsoft.sqlserver:mssqlserver,Others
com.microsoft.sqlserver:msutil,Others
com.microsoft.sqlserver:sqljdbc,Computing Foundations
com.microsoft.sqlserver:sqljdbc4,Computing Foundations
com.microsoft:sqljdbc,Others
com.microsoft:sqljdbc4,Computing Foundations
com.microsoft:sqljdbc41,Others
com.microsoft:z3,Software Construction
com.miguelcatalan:materialsearchview,Software Construction
com.mikepenz.iconics:library,Others
com.mikepenz:library,Others
com.mikepenz:library-core,Others
com.mikepenz:library-extensions-expandable,Others
com.mikepenz:library-typeface-api,Others
com.millennialmedia:android,Software Construction
com.mindscapehq.raygun4java:core,Others
com.minlia.cloud.thirdparty:spring-data-batis-starter,Software Configuration Management
com.minlia.cloud:minlia-cloud-starter,Software Configuration Management
com.mobclix.android:sdk,Software Construction
com.mobilepetroleum:spring-console-4,Others
com.mobilepetroleum:spring-console-shared,Others
com.mockrunner:mockrunner-jdk1.3-j2ee1.3,Others
com.mockrunner:mockrunner-jdk1.4-j2ee1.3,Others
com.mockrunner:mockrunner-jdk1.5-j2ee1.3,Software Design
com.moengage:moengagesdk,Others
com.moesif.unirest:unirest-java,Software Construction
com.mogaleaf:simplecolorpicker,Mathematical Foundations
com.mohamedrejeb.ksoup:ksoup-html-jvm,Others
com.mojang:brigadier,Others
com.mongodb.casbah:casbah-util_2.9.0-1,Computing Foundations
com.mool:m-orm-annotation,Others
com.mool:m-orm-xsqlbuilder,Others
com.moowork.gradle:gradle-node-plugin,Software Construction
com.mopub.volley:mopub-volley,Computing Foundations
com.mopub:mopub-sdk,Software Construction
com.mopub:mopub-sdk-banner,Others
com.moz.fiji.annotations:annotations,Computing Foundations
com.moz.fiji.delegation:fiji-delegation,Computing Foundations
com.moz.kiji.deps:riemann-java-client,Computing Foundations
com.mparticle:common,Others
com.mservicetech:openapi-schema-validation,Others
com.msgilligan:bitcoinj-rpcclient,Software Construction
com.mtvi.plateng:test-support,Software Construction
com.mulesoft.cloudhub:cloudhub-client-api,Software Construction
com.mulesoft.licm:licm,Software Construction
com.mulesoft.mule.runtime.modules:mule-module-spring-config-ee,Software Quality
com.mulesoft.muleesb.modules:mule-module-boot-ee,Software Construction
com.mulesoft.muleesb.modules:mule-module-cache-ee,Software Construction
com.mulesoft.muleesb.modules:mule-module-multi-tx-ee,Software Construction
com.mulesoft.muleesb.modules:mule-module-spring-config-ee,Software Construction
com.mulesoft.muleesb.modules:mule-module-xa-tx-ee,Software Construction
com.mulesoft.muleesb.transports:mule-transport-ftp-ee,Software Construction
com.mulesoft.muleesb.transports:mule-transport-jdbc-ee,Software Construction
com.mulesoft.muleesb.transports:mule-transport-jms-ee,Software Construction
com.mulesoft.muleesb.transports:mule-transport-wmq-ee,Software Construction
com.mulesoft.muleesb:mule-core-ee,Software Construction
com.mulesoft.munit:mule-munit-support,Software Quality
com.mulesoft.munit:munit-runner,Software Quality
com.mulesoft.munit:munit-tools,Software Quality
com.mxgraph:jgraphx,Software Construction
com.my.target:mytarget-sdk,Others
com.mycila.com.google.inject:guice,Software Construction
com.mysaasa.base:base,Software Architeture
com.mysema.contracts:contracts,Computing Foundations
com.mysql.jdbc:com.springsource.com.mysql.jdbc,Computing Foundations
com.mysql:management-dbfiles,Software Engineering Economics
com.nablarch.tool:nablarch-toolbox,Software Configuration Management
com.narupley:not-going-to-be-commons-ssl,Software Security
com.nativelibs4java:scalaxy-privacy_2.10,Software Construction
com.neo4j.app:neo4j-server-enterprise,Computing Foundations
com.neo4j:neo4j-causal-clustering,Computing Foundations
com.neo4j:neo4j-com,Computing Foundations
com.neo4j:neo4j-cypher-slotted-runtime,Computing Foundations
com.neo4j:neo4j-enterprise,Computing Foundations
com.neo4j:neo4j-ha,Computing Foundations
com.neotys.selenium:neotys-selenium-proxy,Software Quality
com.nesscomputing.migratory:migratory-core,Others
com.netease.mobsec.grow:growdevice,Others
com.netease.yunxin.artemis:Artemis,Others
com.netease.yunxin.kit.common:common,Others
com.netease.yunxin.kit.room:roomkit,Others
com.netease.yunxin:nertc,Software Construction
com.netease.yunxin:nos,Others
com.netease.yunxin:report,Others
com.netflix.concurrency-limits:concurrency-limits-core,Others
com.netflix.concurrency-limits:concurrency-limits-servlet,Software Engineering Operations
com.netflix.graphql.dgs:graphql-dgs,Others
com.netflix.graphql.dgs:graphql-dgs-extended-scalars,Software Configuration Management
com.netflix.graphql.dgs:graphql-dgs-spring-boot-starter,Software Configuration Management
com.netflix.rrd4j:rrd4j,Computing Foundations
com.netflix.zeno:netflix-zeno,Software Construction
com.netgents:antelese,Software Construction
com.neuronrobotics:CHDK-PTP-Java,Software Domain
com.neuvector:scanner,Software Construction
com.newrelic.telemetry:telemetry,Others
com.newrelic.telemetry:telemetry-core,Software Engineering Management
com.newrelic.telemetry:telemetry-http-okhttp,Software Engineering Management
com.newzly:util-finagle_2.10,Others
com.newzly:util-testing_2.10,Computing Foundations
com.nexmo.android:MiniRTCRelease,Computing Foundations
com.nexmo.android:stitchRelease,Computing Foundations
com.nexmo.android:webrtc,Computing Foundations
com.nextapp.echo.extras:app,Software Configuration Management
com.nextapp.echo.extras:webcontainer,Software Configuration Management
com.nextapp.echo:app,Software Configuration Management
com.nextapp.echo:webcontainer,Software Configuration Management
com.nextapp.echo:webrender,Software Configuration Management
com.nfsdb:nfsdb-test-model,Others
com.nhaarman.mockitokotlin2:mockito-kotlin,Software Domain
com.nhl.bootique.metrics:bootique-metrics,Computing Foundations
com.nhl.bootique:bootique,Computing Foundations
com.nhl.bootique:bootique-test,Software Configuration Management
com.nhl.dflib:dflib,Software Configuration Management
com.nickwongdev:aspectj-maven-plugin,Software Quality
com.nielsenappsdk:global,Software Quality
com.nike.fastbreak:fastbreak,Software Configuration Management
com.nimbusds.wso2:nimbus-jose-jwt,Software Engineering Operations
com.nimbusds:infinispan-cachestore-redis,Software Security
com.ning.jaxrs:jaxrs-metrics,Software Engineering Operations
com.ning.jdbi:jdbi-metrics,Software Engineering Economics
com.nispok:snackbar,Others
com.nitayjoffe.thirdparty.com.jointhegrid:hive_test,Computing Foundations
com.nixxcode.jvmbrotli:jvmbrotli,Computing Foundations
com.nmote.iim4j:nmote-iim4j,Others
com.noelios.restlet:com.noelios.restlet,Software Construction
com.noelios.restlet:com.noelios.restlet.ext.httpclient,Software Security
com.noelios.restlet:com.noelios.restlet.ext.jetty,Software Construction
com.noelios.restlet:com.noelios.restlet.ext.servlet,Software Construction
com.noelios.restlet:com.noelios.restlet.ext.simple,Software Construction
com.noelios.restlet:com.noelios.restlet.ext.spring,Software Security
com.nokia:push,Software Construction
com.nononsenseapps:filepicker,Software Construction
com.novemberain:langohr,Others
com.novemberain:welle,Others
com.nurkiewicz.typeof:typeof,Others
com.nytimes.android.external.cache:cache,Software Construction
com.nytimes.android.external.store.middleware:middleware,Software Construction
com.nytimes.android.external.store:store,Software Construction
com.nytlabs.corpus:timestools,Computing Foundations
com.oath.cyclops:cyclops,Software Configuration Management
com.oath.cyclops:cyclops-futurestream,Software Construction
com.oath.halodb:halodb,Others
com.objectdb:objectdb,Others
com.obsidiandynamics.pojotester:core,Others
com.oceanbase:oblogclient-logproxy,Computing Foundations
com.oceanbase:oceanbase-client,Computing Foundations
com.odiago.avro:odiago-avro,Others
com.okta.authn.sdk:okta-authn-sdk-api,Software Security
com.okta.authn.sdk:okta-authn-sdk-impl,Software Security
com.okta.cli:okta-cli-common,Software Construction
com.okta.commons:okta-commons-lang,Software Construction
com.okta.commons:okta-config-check,Software Construction
com.okta.commons:okta-http-api,Software Construction
com.okta.commons:okta-http-httpclient,Software Construction
com.okta.commons:okta-http-okhttp,Software Construction
com.okta.oidc.tck:okta-oidc-tck,Software Construction
com.oneops.client:oneops-client,Others
com.ongres.stringprep:saslprep,Software Security
com.ongres.stringprep:stringprep,Software Security
com.onradar:sdk,Others
com.oopsconsultancy:xmltask,Software Construction
com.opencloud:sleetck,Software Configuration Management
com.opencloud:sleetck-minimal,Software Configuration Management
com.opencloud:sleetck-ra-common,Software Configuration Management
com.opencloud:tcktools,Software Configuration Management
com.opendatagroup:hadrian,Computing Foundations
com.opendatagroup:hadrian_SNAPSHOT_2.11,Computing Foundations
com.opengamma.external.json:json,Others
com.openlinksw.virtuoso:virt_sesame2,Computing Foundations
